impact,forecast,currency,weekday,time,date,event
high,-11.9K,GBP,Wed,3:30am,2016-04-20,Claimant Count Change
medium,5.1%,GBP,Wed,3:30am,2016-04-20,Unemployment Rate
low,,CHF,Wed,4:00am,2016-04-20,Credit Suisse Economic Expectations
low,,EUR,Wed,4:33am,2016-04-20,German 10-y Bond Auction
high,,EUR,Wed,5:00am,2016-04-20,ECB President Draghi Speaks
low,,NZD,Wed,5:45pm,2016-04-20,Visitor Arrivals m/m
medium,-0.4%,CAD,Wed,7:30am,2016-04-20,Wholesale Sales m/m
medium,,GBP,Wed,8:00am,2016-04-20,MPC Member McCafferty Speaks
medium,,AUD,Wed,8:30pm,2016-04-20,NAB Quarterly Business Confidence
medium,5.29M,USD,Wed,9:00am,2016-04-20,Existing Home Sales
high,2.2M,USD,Wed,9:30am,2016-04-20,Crude Oil Inventories
low,-0.4%,JPY,Thu,11:30pm,2016-04-21,Tertiary Industry Activity m/m
low,3.89B,CHF,Thu,1:00am,2016-04-21,Trade Balance
high,-0.1%,GBP,Thu,3:30am,2016-04-21,Retail Sales m/m
medium,5.6B,GBP,Thu,3:30am,2016-04-21,Public Sector Net Borrowing
low,,EUR,Thu,3:44am,2016-04-21,Spanish 10-y Bond Auction
high,0.00%,EUR,Thu,6:45am,2016-04-21,Minimum Bid Rate
high,,EUR,Thu,7:30am,2016-04-21,ECB Press Conference
high,8.1,USD,Thu,7:30am,2016-04-21,Philly Fed Manufacturing Index
high,265K,USD,Thu,7:30am,2016-04-21,Unemployment Claims
low,0.4%,USD,Thu,8:00am,2016-04-21,HPI m/m
low,-9,EUR,Thu,9:00am,2016-04-21,Consumer Confidence
high,,GBP,Thu,9:00am,2016-04-21,BOE Gov Carney Speaks
low,0.4%,USD,Thu,9:00am,2016-04-21,CB Leading Index m/m
low,49.6,JPY,Thu,9:00pm,2016-04-21,Flash Manufacturing PMI
low,6B,USD,Thu,9:30am,2016-04-21,Natural Gas Storage
medium,49.9,EUR,Fri,2:00am,2016-04-22,French Flash Manufacturing PMI
medium,50.2,EUR,Fri,2:00am,2016-04-22,French Flash Services PMI
medium,51.0,EUR,Fri,2:30am,2016-04-22,German Flash Manufacturing PMI
medium,55.1,EUR,Fri,2:30am,2016-04-22,German Flash Services PMI
medium,51.8,EUR,Fri,3:00am,2016-04-22,Flash Manufacturing PMI
medium,53.3,EUR,Fri,3:00am,2016-04-22,Flash Services PMI
low,0.2%,EUR,Fri,4:00am,2016-04-22,Italian Retail Sales m/m
high,0.4%,CAD,Fri,7:30am,2016-04-22,Core CPI m/m
high,-0.8%,CAD,Fri,7:30am,2016-04-22,Core Retail Sales m/m
medium,0.3%,CAD,Fri,7:30am,2016-04-22,CPI m/m
medium,-0.8%,CAD,Fri,7:30am,2016-04-22,Retail Sales m/m
low,51.9,USD,Fri,8:45am,2016-04-22,Flash Manufacturing PMI
medium,,EUR,Fri,All Day,2016-04-22,Eurogroup Meetings
medium,,EUR,Fri,Day 1,2016-04-22,ECOFIN Meetings
medium,,EUR,Sat,Day 2,2016-04-23,ECOFIN Meetings
low,0.2%,JPY,Sun,6:50pm,2016-04-24,SPPI y/y
holiday,,AUD,Sun,All Day,2016-04-24,Bank Holiday
holiday,,NZD,Sun,All Day,2016-04-24,Bank Holiday
high,107.1,EUR,Mon,3:00am,2016-04-25,German Ifo Business Climate
low,-17,GBP,Mon,5:00am,2016-04-25,CBI Industrial Order Expectations
low,-4.0,EUR,Mon,8:00am,2016-04-25,Belgian NBB Business Climate
medium,521K,USD,Mon,9:00am,2016-04-25,New Home Sales
holiday,,EUR,Mon,All Day,2016-04-25,Italian Bank Holiday
low,-1.3%,JPY,Tue,11:30pm,2016-04-26,All Industries Activity m/m
medium,,GBP,Tue,12:00pm,2016-04-26,MPC Member Cunliffe Speaks
low,46.1K,GBP,Tue,3:30am,2016-04-26,BBA Mortgage Approvals
medium,405M,NZD,Tue,5:45pm,2016-04-26,Trade Balance
high,0.6%,USD,Tue,7:30am,2016-04-26,Core Durable Goods Orders m/m
medium,1.9%,USD,Tue,7:30am,2016-04-26,Durable Goods Orders m/m
high,,CAD,Tue,7:55am,2016-04-26,BOC Gov Poloz Speaks
low,5.5%,USD,Tue,8:00am,2016-04-26,S&P/CS Composite-20 HPI y/y
high,0.3%,AUD,Tue,8:30pm,2016-04-26,CPI q/q
medium,0.5%,AUD,Tue,8:30pm,2016-04-26,Trimmed Mean CPI q/q
low,52.3,USD,Tue,8:45am,2016-04-26,Flash Services PMI
high,95.8,USD,Tue,9:00am,2016-04-26,CB Consumer Confidence
low,11,USD,Tue,9:00am,2016-04-26,Richmond Manufacturing Index
high,,JPY,Wed,10:00pm,2016-04-27,BOJ Policy Rate
high,,JPY,Wed,10:00pm,2016-04-27,Monetary Policy Statement
low,,CHF,Wed,1:00am,2016-04-27,UBS Consumption Indicator
low,0.3%,EUR,Wed,1:00am,2016-04-27,German Import Prices m/m
low,9.5,EUR,Wed,1:00am,2016-04-27,GfK German Consumer Climate
high,,USD,Wed,1:00pm,2016-04-27,FOMC Statement
high,<0.50%,USD,Wed,1:00pm,2016-04-27,Federal Funds Rate
medium,5.0%,EUR,Wed,3:00am,2016-04-27,M3 Money Supply y/y
low,1.7%,EUR,Wed,3:00am,2016-04-27,Private Loans y/y
high,0.4%,GBP,Wed,3:30am,2016-04-27,Prelim GDP q/q
low,0.2%,GBP,Wed,3:30am,2016-04-27,Index of Services 3m/3m
high,2.25%,NZD,Wed,4:00pm,2016-04-27,Official Cash Rate
high,,NZD,Wed,4:00pm,2016-04-27,RBNZ Rate Statement
low,,EUR,Wed,4:34am,2016-04-27,German 30-y Bond Auction
low,15,GBP,Wed,5:00am,2016-04-27,CBI Realized Sales
medium,-4.0%,JPY,Wed,6:30pm,2016-04-27,Household Spending y/y
medium,-0.3%,JPY,Wed,6:30pm,2016-04-27,Tokyo Core CPI y/y
low,-0.2%,JPY,Wed,6:30pm,2016-04-27,National Core CPI y/y
low,3.3%,JPY,Wed,6:30pm,2016-04-27,Unemployment Rate
medium,-1.4%,JPY,Wed,6:50pm,2016-04-27,Retail Sales y/y
low,2.9%,JPY,Wed,6:50pm,2016-04-27,Prelim Industrial Production m/m
low,-62.5B,USD,Wed,7:30am,2016-04-27,Goods Trade Balance
low,-0.9%,AUD,Wed,8:30pm,2016-04-27,Import Prices q/q
medium,0.3%,USD,Wed,9:00am,2016-04-27,Pending Home Sales m/m
high,1.4M,USD,Wed,9:30am,2016-04-27,Crude Oil Inventories
medium,,AUD,Thu,10:45pm,2016-04-28,RBA Assist Gov Debelle Speaks
high,,JPY,Thu,12:00am,2016-04-28,BOJ Outlook Report
low,1.2%,JPY,Thu,12:00am,2016-04-28,BOJ Core CPI y/y
low,-0.5%,JPY,Thu,12:00am,2016-04-28,Housing Starts y/y
low,0.4%,GBP,Thu,1:00am,2016-04-28,Nationwide HPI m/m
high,,JPY,Thu,1:30am,2016-04-28,BOJ Press Conference
medium,-0.7%,EUR,Thu,2:00am,2016-04-28,Spanish Flash CPI y/y
medium,20.9%,EUR,Thu,2:00am,2016-04-28,Spanish Unemployment Rate
medium,1K,EUR,Thu,2:55am,2016-04-28,German Unemployment Change
low,,EUR,Thu,4:19am,2016-04-28,Italian 10-y Bond Auction
low,,NZD,Thu,5:45pm,2016-04-28,Building Consents m/m
low,-1,GBP,Thu,5:49pm,2016-04-28,GfK Consumer Confidence
high,0.7%,USD,Thu,7:30am,2016-04-28,Advance GDP q/q
high,258K,USD,Thu,7:30am,2016-04-28,Unemployment Claims
medium,0.5%,USD,Thu,7:30am,2016-04-28,Advance GDP Price Index q/q
medium,,NZD,Thu,8:00pm,2016-04-28,ANZ Business Confidence
medium,0.2%,AUD,Thu,8:30pm,2016-04-28,PPI q/q
low,0.5%,AUD,Thu,8:30pm,2016-04-28,Private Sector Credit m/m
low,71B,USD,Thu,9:30am,2016-04-28,Natural Gas Storage
medium,-0.2%,EUR,Thu,All Day,2016-04-28,German Prelim CPI m/m
holiday,,JPY,Thu,All Day,2016-04-28,Bank Holiday
low,0.4%,EUR,Fri,12:30am,2016-04-29,French Prelim GDP q/q
medium,0.3%,EUR,Fri,1:00am,2016-04-29,German Retail Sales m/m
low,-0.1%,EUR,Fri,1:45am,2016-04-29,French Consumer Spending m/m
low,0.1%,EUR,Fri,1:45am,2016-04-29,French Prelim CPI m/m
medium,102.9,CHF,Fri,2:00am,2016-04-29,KOF Economic Barometer
medium,0.7%,EUR,Fri,2:00am,2016-04-29,Spanish Flash GDP q/q
high,,CHF,Fri,3:00am,2016-04-29,SNB Chairman Jordan Speaks
low,11.6%,EUR,Fri,3:00am,2016-04-29,Italian Monthly Unemployment Rate
medium,,USD,Fri,3:00pm,2016-04-29,Treasury Currency Report
medium,5.0B,GBP,Fri,3:30am,2016-04-29,Net Lending to Individuals m/m
low,0.3%,GBP,Fri,3:30am,2016-04-29,M4 Money Supply m/m
low,74K,GBP,Fri,3:30am,2016-04-29,Mortgage Approvals
medium,-0.1%,EUR,Fri,4:00am,2016-04-29,CPI Flash Estimate y/y
medium,0.9%,EUR,Fri,4:00am,2016-04-29,Core CPI Flash Estimate y/y
medium,0.4%,EUR,Fri,4:00am,2016-04-29,Prelim Flash GDP q/q
low,0.2%,EUR,Fri,4:00am,2016-04-29,Italian Prelim CPI m/m
low,10.3%,EUR,Fri,4:00am,2016-04-29,Unemployment Rate
medium,,GBP,Fri,7:00am,2016-04-29,MPC Member Cunliffe Speaks
high,-0.1%,CAD,Fri,7:30am,2016-04-29,GDP m/m
medium,3.9%,CAD,Fri,7:30am,2016-04-29,RMPI m/m
low,0.0%,CAD,Fri,7:30am,2016-04-29,IPPI m/m
medium,0.1%,USD,Fri,7:30am,2016-04-29,Core PCE Price Index m/m
medium,0.6%,USD,Fri,7:30am,2016-04-29,Employment Cost Index q/q
medium,0.2%,USD,Fri,7:30am,2016-04-29,Personal Spending m/m
low,0.3%,USD,Fri,7:30am,2016-04-29,Personal Income m/m
medium,53.1,USD,Fri,8:45am,2016-04-29,Chicago PMI
medium,90.3,USD,Fri,9:00am,2016-04-29,Revised UoM Consumer Sentiment
low,,USD,Fri,9:00am,2016-04-29,Revised UoM Inflation Expectations
high,50.3,CNY,Sat,8:00pm,2016-04-30,Manufacturing PMI
medium,,CNY,Sat,8:00pm,2016-04-30,Non-Manufacturing PMI
medium,,USD,Sun,6:15pm,2016-05-01,FOMC Member Dudley Speaks
low,,AUD,Sun,6:30pm,2016-05-01,AIG Manufacturing Index
low,,AUD,Sun,8:00pm,2016-05-01,MI Inflation Gauge m/m
medium,,AUD,Sun,8:30pm,2016-05-01,NAB Business Confidence
low,48.0,JPY,Sun,9:00pm,2016-05-01,Final Manufacturing PMI
holiday,,CNY,Sun,All Day,2016-05-01,Bank Holiday
high,,CHF,Mon,11:30am,2016-05-02,SNB Chairman Jordan Speaks
high,2.00%,AUD,Mon,11:30pm,2016-05-02,Cash Rate
high,,AUD,Mon,11:30pm,2016-05-02,RBA Rate Statement
low,,USD,Mon,1:00pm,2016-05-02,Loan Officer Survey
low,,AUD,Mon,1:30am,2016-05-02,Commodity Prices y/y
low,0.3%,CHF,Mon,2:15am,2016-05-02,Retail Sales y/y
medium,53.0,EUR,Mon,2:15am,2016-05-02,Spanish Manufacturing PMI
low,53.6,CHF,Mon,2:30am,2016-05-02,Manufacturing PMI
low,54.1,EUR,Mon,2:45am,2016-05-02,Italian Manufacturing PMI
low,48.3,EUR,Mon,2:50am,2016-05-02,French Final Manufacturing PMI
low,51.9,EUR,Mon,2:55am,2016-05-02,German Final Manufacturing PMI
low,51.5,EUR,Mon,3:00am,2016-05-02,Final Manufacturing PMI
medium,,EUR,Mon,4:30am,2016-05-02,German Buba President Weidmann Speaks
low,,CAD,Mon,8:30am,2016-05-02,RBC Manufacturing PMI
high,-1.8%,AUD,Mon,8:30pm,2016-05-02,Building Approvals m/m
low,51.0,USD,Mon,8:45am,2016-05-02,Final Manufacturing PMI
high,49.8,CNY,Mon,8:45pm,2016-05-02,Caixin Manufacturing PMI
high,,EUR,Mon,9:00am,2016-05-02,ECB President Draghi Speaks
high,51.6,USD,Mon,9:00am,2016-05-02,ISM Manufacturing PMI
low,0.5%,USD,Mon,9:00am,2016-05-02,Construction Spending m/m
low,51.0,USD,Mon,9:00am,2016-05-02,ISM Manufacturing Prices
holiday,,GBP,Mon,All Day,2016-05-02,Bank Holiday
holiday,,JPY,Mon,All Day,2016-05-02,Bank Holiday
medium,,CAD,Tue,11:30am,2016-05-03,BOC Gov Poloz Speaks
low,-12,CHF,Tue,12:45am,2016-05-03,SECO Consumer Climate
high,51.3,GBP,Tue,3:30am,2016-05-03,Manufacturing PMI
medium,,EUR,Tue,4:00am,2016-05-03,EU Economic Forecasts
low,0.1%,EUR,Tue,4:00am,2016-05-03,PPI m/m
medium,,AUD,Tue,4:30am,2016-05-03,Annual Budget Release
high,0.6%,NZD,Tue,5:45pm,2016-05-03,Employment Change q/q
high,5.5%,NZD,Tue,5:45pm,2016-05-03,Unemployment Rate
low,0.3%,NZD,Tue,5:45pm,2016-05-03,Labor Cost Index q/q
low,,GBP,Tue,6:01pm,2016-05-03,BRC Shop Price Index y/y
low,,AUD,Tue,6:30pm,2016-05-03,AIG Services Index
low,,NZD,Tue,8:00pm,2016-05-03,ANZ Commodity Prices m/m
high,,NZD,Tue,8:59am,2016-05-03,GDT Price Index
low,46.6,USD,Tue,9:00am,2016-05-03,IBD/TIPP Economic Optimism
medium,,USD,Tue,9:30am,2016-05-03,FOMC Member Mester Speaks
holiday,,JPY,Tue,All Day,2016-05-03,Bank Holiday
low,17.3M,USD,Tue,All Day,2016-05-03,Total Vehicle Sales
low,-4.2B,EUR,Wed,1:45am,2016-05-04,French Trade Balance
medium,-86.6K,EUR,Wed,2:00am,2016-05-04,Spanish Unemployment Change
low,55.1,EUR,Wed,2:15am,2016-05-04,Spanish Services PMI
low,51.3,EUR,Wed,2:45am,2016-05-04,Italian Services PMI
low,50.8,EUR,Wed,2:50am,2016-05-04,French Final Services PMI
low,50.5,EUR,Wed,2:55am,2016-05-04,German Final Services PMI
low,53.3,EUR,Wed,3:00am,2016-05-04,Final Services PMI
high,54.1,GBP,Wed,3:30am,2016-05-04,Construction PMI
low,,EUR,Wed,3:57am,2016-05-04,French 10-y Bond Auction
low,0.1%,EUR,Wed,4:00am,2016-05-04,Retail Sales m/m
medium,,EUR,Wed,5:15am,2016-05-04,German Buba President Weidmann Speaks
high,205K,USD,Wed,7:15am,2016-05-04,ADP Non-Farm Employment Change
high,-1.2B,CAD,Wed,7:30am,2016-05-04,Trade Balance
medium,-1.3%,USD,Wed,7:30am,2016-05-04,Prelim Nonfarm Productivity q/q
medium,2.9%,USD,Wed,7:30am,2016-05-04,Prelim Unit Labor Costs q/q
medium,-45.6B,USD,Wed,7:30am,2016-05-04,Trade Balance
low,,AUD,Wed,8:00pm,2016-05-04,HIA New Home Sales m/m
high,0.3%,AUD,Wed,8:30pm,2016-05-04,Retail Sales m/m
high,-2.95B,AUD,Wed,8:30pm,2016-05-04,Trade Balance
low,52.1,USD,Wed,8:45am,2016-05-04,Final Services PMI
medium,52.6,CNY,Wed,8:45pm,2016-05-04,Caixin Services PMI
high,54.9,USD,Wed,9:00am,2016-05-04,ISM Non-Manufacturing PMI
medium,0.7%,USD,Wed,9:00am,2016-05-04,Factory Orders m/m
high,0.6M,USD,Wed,9:30am,2016-05-04,Crude Oil Inventories
holiday,,JPY,Wed,All Day,2016-05-04,Bank Holiday
medium,,USD,Thu,10:30am,2016-05-05,FOMC Member Bullard Speaks
low,,EUR,Thu,3:00am,2016-05-05,ECB Economic Bulletin
high,53.6,GBP,Thu,3:30am,2016-05-05,Services PMI
low,,EUR,Thu,3:50am,2016-05-05,Spanish 10-y Bond Auction
low,,GBP,Thu,4:33am,2016-05-05,10-y Bond Auction
medium,,USD,Thu,6:15pm,2016-05-05,FOMC Member Bullard Speaks
low,,USD,Thu,6:30am,2016-05-05,Challenger Job Cuts y/y
low,,AUD,Thu,6:30pm,2016-05-05,AIG Construction Index
low,29.3%,JPY,Thu,6:50pm,2016-05-05,Monetary Base y/y
medium,-4.6%,CAD,Thu,7:30am,2016-05-05,Building Permits m/m
high,261K,USD,Thu,7:30am,2016-05-05,Unemployment Claims
high,,AUD,Thu,8:30pm,2016-05-05,RBA Monetary Policy Statement
low,69B,USD,Thu,9:30am,2016-05-05,Natural Gas Storage
holiday,,CHF,Thu,All Day,2016-05-05,Bank Holiday
holiday,,EUR,Thu,All Day,2016-05-05,French Bank Holiday
holiday,,EUR,Thu,All Day,2016-05-05,German Bank Holiday
medium,,CAD,Fri,10:00am,2016-05-06,Gov Council Member Schembri Speaks
medium,,CHF,Fri,2:00am,2016-05-06,Foreign Currency Reserves
low,16.1B,USD,Fri,2:00pm,2016-05-06,Consumer Credit m/m
low,,EUR,Fri,3:10am,2016-05-06,Retail PMI
high,0.2K,CAD,Fri,7:30am,2016-05-06,Employment Change
high,7.2%,CAD,Fri,7:30am,2016-05-06,Unemployment Rate
high,0.3%,USD,Fri,7:30am,2016-05-06,Average Hourly Earnings m/m
high,203K,USD,Fri,7:30am,2016-05-06,Non-Farm Employment Change
high,5.0%,USD,Fri,7:30am,2016-05-06,Unemployment Rate
medium,52.2,CAD,Fri,9:00am,2016-05-06,Ivey PMI
high,250B,CNY,Sat,9:07pm,2016-05-07,Trade Balance
low,40.3B,CNY,Sat,9:29pm,2016-05-07,USD-Denominated Trade Balance
medium,,JPY,Sun,6:50pm,2016-05-08,Monetary Policy Meeting Minutes
low,0.6%,JPY,Sun,7:00pm,2016-05-08,Average Cash Earnings y/y
low,,AUD,Sun,8:30pm,2016-05-08,ANZ Job Advertisements m/m
low,,JPY,Mon,10:45pm,2016-05-09,10-y Bond Auction
low,40.8,JPY,Mon,12:00am,2016-05-09,Consumer Confidence
medium,0.7%,EUR,Mon,1:00am,2016-05-09,German Factory Orders m/m
low,0.2%,CHF,Mon,2:15am,2016-05-09,CPI m/m
medium,0.1%,GBP,Mon,2:30am,2016-05-09,Halifax HPI m/m
low,6.1,EUR,Mon,3:30am,2016-05-09,Sentix Investor Confidence
low,,GBP,Mon,6:01pm,2016-05-09,BRC Retail Sales Monitor y/y
low,195K,CAD,Mon,7:13am,2016-05-09,Housing Starts
medium,2.3%,CNY,Mon,8:30pm,2016-05-09,CPI y/y
medium,-3.8%,CNY,Mon,8:30pm,2016-05-09,PPI y/y
low,,USD,Mon,9:00am,2016-05-09,Labor Market Conditions Index m/m
high,,EUR,Mon,All Day,2016-05-09,Eurogroup Meetings
low,3.5%,CHF,Tue,12:45am,2016-05-10,Unemployment Rate
low,-0.2%,EUR,Tue,1:00am,2016-05-10,German Industrial Production m/m
low,20.4B,EUR,Tue,1:00am,2016-05-10,German Trade Balance
low,,EUR,Tue,1:45am,2016-05-10,French Gov Budget Balance
low,0.6%,EUR,Tue,1:45am,2016-05-10,French Industrial Production m/m
medium,,USD,Tue,2:15am,2016-05-10,FOMC Member Dudley Speaks
low,,CNY,Tue,2:35am,2016-05-10,Foreign Direct Investment ytd/y
low,0.3%,EUR,Tue,3:00am,2016-05-10,Italian Industrial Production m/m
medium,-11.2B,GBP,Tue,3:30am,2016-05-10,Goods Trade Balance
high,,NZD,Tue,4:00pm,2016-05-10,RBNZ Financial Stability Report
low,93.2,USD,Tue,5:00am,2016-05-10,NFIB Small Business Index
high,,NZD,Tue,6:00pm,2016-05-10,RBNZ Gov Wheeler Speaks
low,,AUD,Tue,7:30pm,2016-05-10,Westpac Consumer Sentiment
high,,NZD,Tue,8:10pm,2016-05-10,RBNZ Gov Wheeler Speaks
low,-1.4%,AUD,Tue,8:30pm,2016-05-10,Home Loans m/m
medium,5.55M,USD,Tue,9:00am,2016-05-10,JOLTS Job Openings
low,0.2%,USD,Tue,9:00am,2016-05-10,Final Wholesale Inventories m/m
low,,JPY,Wed,10:45pm,2016-05-11,30-y Bond Auction
low,96.4%,JPY,Wed,12:00am,2016-05-11,Leading Indicators
low,,USD,Wed,12:01pm,2016-05-11,10-y Bond Auction
low,116.2B,USD,Wed,1:00pm,2016-05-11,Federal Budget Balance
high,0.4%,GBP,Wed,3:30am,2016-05-11,Manufacturing Production m/m
low,0.7%,GBP,Wed,3:30am,2016-05-11,Industrial Production m/m
low,,NZD,Wed,5:30pm,2016-05-11,Business NZ Manufacturing Index
low,,NZD,Wed,5:45pm,2016-05-11,FPI m/m
medium,,AUD,Wed,6:00pm,2016-05-11,RBA Assist Gov Edey Speaks
low,38%,GBP,Wed,6:01pm,2016-05-11,RICS House Price Balance
medium,1.90T,JPY,Wed,6:50pm,2016-05-11,Current Account
low,,JPY,Wed,6:50pm,2016-05-11,BOJ Summary of Opinions
low,,JPY,Wed,6:50pm,2016-05-11,Bank Lending y/y
medium,,CAD,Wed,7:45am,2016-05-11,Gov Council Member Wilkins Speaks
low,,AUD,Wed,8:00pm,2016-05-11,MI Inflation Expectations
low,,GBP,Wed,9:00am,2016-05-11,NIESR GDP Estimate
high,0.1M,USD,Wed,9:30am,2016-05-11,Crude Oil Inventories
medium,,USD,Thu,10:00am,2016-05-12,FOMC Member Mester Speaks
medium,,USD,Thu,10:45am,2016-05-12,FOMC Member Rosengren Speaks
low,-0.2%,JPY,Thu,11:30pm,2016-05-12,Tertiary Industry Activity m/m
low,44.9,JPY,Thu,12:00am,2016-05-12,Economy Watchers Sentiment
low,,USD,Thu,12:01pm,2016-05-12,30-y Bond Auction
low,0.2%,EUR,Thu,1:00am,2016-05-12,German WPI m/m
medium,,USD,Thu,1:15pm,2016-05-12,FOMC Member George Speaks
low,0.1%,EUR,Thu,1:45am,2016-05-12,French Final CPI m/m
low,0.1%,EUR,Thu,4:00am,2016-05-12,Industrial Production m/m
high,1.0%,NZD,Thu,5:45pm,2016-05-12,Retail Sales q/q
medium,1.1%,NZD,Thu,5:51pm,2016-05-12,Core Retail Sales q/q
high,,GBP,Thu,6:00am,2016-05-12,BOE Inflation Report
high,0-0-9,GBP,Thu,6:00am,2016-05-12,MPC Official Bank Rate Votes
high,,GBP,Thu,6:00am,2016-05-12,Monetary Policy Summary
high,0.50%,GBP,Thu,6:00am,2016-05-12,Official Bank Rate
medium,375B,GBP,Thu,6:00am,2016-05-12,Asset Purchase Facility
medium,0-0-9,GBP,Thu,6:00am,2016-05-12,MPC Asset Purchase Facility Votes
high,,GBP,Thu,6:30am,2016-05-12,BOE Gov Carney Speaks
low,3.2%,JPY,Thu,6:50pm,2016-05-12,M2 Money Stock y/y
medium,0.3%,CAD,Thu,7:30am,2016-05-12,NHPI m/m
high,277K,USD,Thu,7:30am,2016-05-12,Unemployment Claims
medium,0.6%,USD,Thu,7:30am,2016-05-12,Import Prices m/m
medium,,USD,Thu,9:00am,2016-05-12,Mortgage Delinquencies
low,60B,USD,Thu,9:30am,2016-05-12,Natural Gas Storage
medium,0.6%,EUR,Fri,1:00am,2016-05-13,German Prelim GDP q/q
low,-0.2%,EUR,Fri,1:00am,2016-05-13,German Final CPI m/m
low,0.2%,EUR,Fri,1:45am,2016-05-13,French Prelim Non-Farm Payrolls q/q
low,0.3%,EUR,Fri,3:00am,2016-05-13,Italian Prelim GDP q/q
low,13.5%,CNY,Fri,3:01am,2016-05-13,M2 Money Supply y/y
low,820B,CNY,Fri,3:01am,2016-05-13,New Loans
low,-2.8%,GBP,Fri,3:30am,2016-05-13,Construction Output m/m
medium,0.6%,EUR,Fri,4:00am,2016-05-13,Flash GDP q/q
medium,,GBP,Fri,4:00am,2016-05-13,MPC Member Haldane Speaks
medium,,GBP,Fri,7:30am,2016-05-13,MPC Member Weale Speaks
high,0.6%,USD,Fri,7:30am,2016-05-13,Core Retail Sales m/m
high,0.3%,USD,Fri,7:30am,2016-05-13,PPI m/m
high,-0.3%,USD,Fri,7:30am,2016-05-13,Retail Sales m/m
medium,0.1%,USD,Fri,7:30am,2016-05-13,Core PPI m/m
high,89.9,USD,Fri,9:00am,2016-05-13,Prelim UoM Consumer Sentiment
low,0.2%,USD,Fri,9:00am,2016-05-13,Business Inventories m/m
low,,USD,Fri,9:00am,2016-05-13,Revised UoM Inflation Expectations
high,6.5%,CNY,Sat,12:30am,2016-05-14,Industrial Production y/y
medium,11.0%,CNY,Sat,12:30am,2016-05-14,Fixed Asset Investment ytd/y
low,10.6%,CNY,Sat,12:30am,2016-05-14,Retail Sales y/y
low,,GBP,Sun,6:01pm,2016-05-15,Rightmove HPI m/m
low,-3.7%,JPY,Sun,6:50pm,2016-05-15,PPI y/y
high,,NZD,Mon,10:00pm,2016-05-16,Inflation Expectations q/q
low,3.6%,JPY,Mon,11:30pm,2016-05-16,Revised Industrial Production m/m
low,,JPY,Mon,1:00am,2016-05-16,Prelim Machine Tool Orders y/y
low,36.5B,USD,Mon,3:00pm,2016-05-16,TIC Long-Term Purchases
medium,7.2,USD,Mon,7:30am,2016-05-16,Empire State Manufacturing Index
high,,AUD,Mon,8:30pm,2016-05-16,Monetary Policy Meeting Minutes
low,,AUD,Mon,8:30pm,2016-05-16,New Motor Vehicle Sales m/m
low,59,USD,Mon,9:00am,2016-05-16,NAHB Housing Market Index
low,,CAD,Mon,9:30am,2016-05-16,BOC Review
holiday,,CHF,Mon,All Day,2016-05-16,Bank Holiday
holiday,,EUR,Mon,All Day,2016-05-16,French Bank Holiday
holiday,,EUR,Mon,All Day,2016-05-16,German Bank Holiday
medium,0.1%,CHF,Tue,2:15am,2016-05-17,PPI m/m
low,4.21B,EUR,Tue,3:03am,2016-05-17,Italian Trade Balance
high,0.5%,GBP,Tue,3:30am,2016-05-17,CPI y/y
medium,1.1%,GBP,Tue,3:30am,2016-05-17,PPI Input m/m
medium,1.6%,GBP,Tue,3:30am,2016-05-17,RPI y/y
low,1.5%,GBP,Tue,3:30am,2016-05-17,Core CPI y/y
low,7.9%,GBP,Tue,3:30am,2016-05-17,ONS HPI y/y
low,0.2%,GBP,Tue,3:30am,2016-05-17,PPI Output m/m
low,23.1B,EUR,Tue,4:00am,2016-05-17,Trade Balance
low,,EUR,Tue,5:00am,2016-05-17,German Buba Monthly Report
high,0.3%,NZD,Tue,5:45pm,2016-05-17,PPI Input q/q
low,0.4%,NZD,Tue,5:45pm,2016-05-17,PPI Output q/q
medium,0.1%,JPY,Tue,6:50pm,2016-05-17,Prelim GDP q/q
low,1.0%,JPY,Tue,6:50pm,2016-05-17,Prelim GDP Price Index y/y
high,-0.7%,CAD,Tue,7:30am,2016-05-17,Manufacturing Sales m/m
high,1.13M,USD,Tue,7:30am,2016-05-17,Building Permits
high,0.3%,USD,Tue,7:30am,2016-05-17,CPI m/m
high,0.2%,USD,Tue,7:30am,2016-05-17,Core CPI m/m
medium,1.12M,USD,Tue,7:30am,2016-05-17,Housing Starts
low,,AUD,Tue,7:30pm,2016-05-17,MI Leading Index m/m
medium,,AUD,Tue,8:05pm,2016-05-17,RBA Assist Gov Debelle Speaks
medium,75.1%,USD,Tue,8:15am,2016-05-17,Capacity Utilization Rate
medium,0.3%,USD,Tue,8:15am,2016-05-17,Industrial Production m/m
medium,0.5%,AUD,Tue,8:30pm,2016-05-17,Wage Price Index q/q
high,,NZD,Tue,9:15am,2016-05-17,GDT Price Index
high,,USD,Wed,1:00pm,2016-05-18,FOMC Meeting Minutes
medium,,GBP,Wed,2:00pm,2016-05-18,MPC Member Haldane Speaks
high,1.7%,GBP,Wed,3:30am,2016-05-18,Average Earnings Index 3m/y
high,4.0K,GBP,Wed,3:30am,2016-05-18,Claimant Count Change
medium,5.1%,GBP,Wed,3:30am,2016-05-18,Unemployment Rate
medium,-0.2%,EUR,Wed,4:00am,2016-05-18,Final CPI y/y
low,0.7%,EUR,Wed,4:00am,2016-05-18,Final Core CPI y/y
