impact,forecast,currency,weekday,time,date,event
high,0.6%,CAD,Fri,7:30am,2016-03-18,Core Retail Sales m/m
medium,0.3%,CAD,Fri,7:30am,2016-03-18,CPI m/m
medium,0.7%,CAD,Fri,7:30am,2016-03-18,Retail Sales m/m
medium,,USD,Fri,8:00am,2016-03-18,FOMC Member Dudley Speaks
high,92.1,USD,Fri,9:00am,2016-03-18,Prelim UoM Consumer Sentiment
low,,USD,Fri,9:00am,2016-03-18,Prelim UoM Inflation Expectations
,,,Sat,,2016-03-19,
low,,NZD,Sun,4:03pm,2016-03-20,Westpac Consumer Sentiment
low,,NZD,Sun,4:45pm,2016-03-20,Visitor Arrivals m/m
low,,GBP,Sun,7:01pm,2016-03-20,Rightmove HPI m/m
low,,NZD,Sun,9:00pm,2016-03-20,Credit Card Spending y/y
holiday,,JPY,Sun,All Day,2016-03-20,Bank Holiday
low,-8,EUR,Mon,10:00am,2016-03-21,Consumer Confidence
low,1.9%,JPY,Mon,11:30pm,2016-03-21,All Industries Activity m/m
low,26.3B,EUR,Mon,4:00am,2016-03-21,Current Account
low,,EUR,Mon,6:00am,2016-03-21,German Buba Monthly Report
low,-13,GBP,Mon,6:00am,2016-03-21,CBI Industrial Order Expectations
medium,0.1%,AUD,Mon,7:30pm,2016-03-21,HPI q/q
medium,,AUD,Mon,7:45pm,2016-03-21,RBA Assist Gov Edey Speaks
medium,5.32M,USD,Mon,9:00am,2016-03-21,Existing Home Sales
low,50.6,JPY,Mon,9:00pm,2016-03-21,Flash Manufacturing PMI
low,,AUD,Mon,9:30am,2016-03-21,CB Leading Index m/m
high,,AUD,Tue,12:15am,2016-03-22,RBA Gov Stevens Speaks
low,2.88B,CHF,Tue,2:00am,2016-03-22,Trade Balance
medium,50.2,EUR,Tue,3:00am,2016-03-22,French Flash Manufacturing PMI
medium,49.5,EUR,Tue,3:00am,2016-03-22,French Flash Services PMI
medium,,CAD,Tue,3:00pm,2016-03-22,Annual Budget Release
medium,50.9,EUR,Tue,3:30am,2016-03-22,German Flash Manufacturing PMI
medium,55.1,EUR,Tue,3:30am,2016-03-22,German Flash Services PMI
high,106.1,EUR,Tue,4:00am,2016-03-22,German Ifo Business Climate
medium,51.4,EUR,Tue,4:00am,2016-03-22,Flash Manufacturing PMI
medium,53.5,EUR,Tue,4:00am,2016-03-22,Flash Services PMI
high,0.4%,GBP,Tue,4:30am,2016-03-22,CPI y/y
medium,0.4%,GBP,Tue,4:30am,2016-03-22,PPI Input m/m
medium,5.4B,GBP,Tue,4:30am,2016-03-22,Public Sector Net Borrowing
medium,1.3%,GBP,Tue,4:30am,2016-03-22,RPI y/y
low,1.2%,GBP,Tue,4:30am,2016-03-22,Core CPI y/y
low,6.9%,GBP,Tue,4:30am,2016-03-22,ONS HPI y/y
low,0.0%,GBP,Tue,4:30am,2016-03-22,PPI Output m/m
high,6.3,EUR,Tue,5:00am,2016-03-22,German ZEW Economic Sentiment
medium,8.2,EUR,Tue,5:00am,2016-03-22,ZEW Economic Sentiment
low,0.5%,USD,Tue,8:00am,2016-03-22,HPI m/m
medium,,GBP,Tue,8:30am,2016-03-22,MPC Member Forbes Speaks
low,51.6,USD,Tue,8:45am,2016-03-22,Flash Manufacturing PMI
low,-1,USD,Tue,8:59am,2016-03-22,Richmond Manufacturing Index
high,75M,NZD,Wed,4:45pm,2016-03-23,Trade Balance
low,,CHF,Wed,5:00am,2016-03-23,Credit Suisse Economic Expectations
low,,EUR,Wed,5:32am,2016-03-23,German 30-y Bond Auction
low,,JPY,Wed,6:50pm,2016-03-23,BOJ Summary of Opinions
medium,,EUR,Wed,7:40am,2016-03-23,German Buba President Weidmann Speaks
medium,,USD,Wed,8:00am,2016-03-23,FOMC Member Bullard Speaks
low,-6.0,EUR,Wed,8:58am,2016-03-23,Belgian NBB Business Climate
low,,CHF,Wed,9:00am,2016-03-23,SNB Quarterly Bulletin
medium,512K,USD,Wed,9:00am,2016-03-23,New Home Sales
high,2.5M,USD,Wed,9:30am,2016-03-23,Crude Oil Inventories
low,-0.3%,EUR,Thu,2:00am,2016-03-24,German Import Prices m/m
low,9.5,EUR,Thu,2:00am,2016-03-24,GfK German Consumer Climate
low,,EUR,Thu,4:00am,2016-03-24,ECB Economic Bulletin
high,-0.7%,GBP,Thu,4:30am,2016-03-24,Retail Sales m/m
low,47.8K,GBP,Thu,4:30am,2016-03-24,BBA Mortgage Approvals
low,0.0%,EUR,Thu,5:00am,2016-03-24,Italian Retail Sales m/m
medium,24.3B,EUR,Thu,5:30am,2016-03-24,Long Term Refinancing Operation
low,12,GBP,Thu,6:00am,2016-03-24,CBI Realized Sales
medium,-0.2%,JPY,Thu,6:30pm,2016-03-24,Tokyo Core CPI y/y
low,0.1%,JPY,Thu,6:30pm,2016-03-24,National Core CPI y/y
low,0.2%,JPY,Thu,6:50pm,2016-03-24,SPPI y/y
medium,,USD,Thu,7:15am,2016-03-24,FOMC Member Bullard Speaks
high,-0.2%,USD,Thu,7:30am,2016-03-24,Core Durable Goods Orders m/m
high,267K,USD,Thu,7:30am,2016-03-24,Unemployment Claims
medium,-3.0%,USD,Thu,7:30am,2016-03-24,Durable Goods Orders m/m
low,51.3,USD,Thu,8:45am,2016-03-24,Flash Services PMI
low,20B,USD,Thu,9:30am,2016-03-24,Natural Gas Storage
holiday,,AUD,Thu,All Day,2016-03-24,Bank Holiday
holiday,,NZD,Thu,All Day,2016-03-24,Bank Holiday
low,1.1%,JPY,Fri,12:00am,2016-03-25,BOJ Core CPI y/y
high,1.0%,USD,Fri,7:30am,2016-03-25,Final GDP q/q
low,0.9%,USD,Fri,7:30am,2016-03-25,Final GDP Price Index q/q
holiday,,CAD,Fri,All Day,2016-03-25,Bank Holiday
holiday,,CHF,Fri,All Day,2016-03-25,Bank Holiday
holiday,,EUR,Fri,All Day,2016-03-25,German Bank Holiday
holiday,,GBP,Fri,All Day,2016-03-25,Bank Holiday
holiday,,CHF,Sat,8:00pm,2016-03-26,Daylight Saving Time Shift
holiday,,EUR,Sat,8:00pm,2016-03-26,Daylight Saving Time Shift
holiday,,GBP,Sat,8:00pm,2016-03-26,Daylight Saving Time Shift
holiday,,AUD,Sun,All Day,2016-03-27,Bank Holiday
holiday,,NZD,Sun,All Day,2016-03-27,Bank Holiday
medium,-1.8%,JPY,Mon,6:30pm,2016-03-28,Household Spending y/y
low,3.2%,JPY,Mon,6:30pm,2016-03-28,Unemployment Rate
medium,1.6%,JPY,Mon,6:50pm,2016-03-28,Retail Sales y/y
medium,0.2%,USD,Mon,7:30am,2016-03-28,Core PCE Price Index m/m
medium,0.2%,USD,Mon,7:30am,2016-03-28,Personal Spending m/m
low,-62.3B,USD,Mon,7:30am,2016-03-28,Goods Trade Balance
low,0.1%,USD,Mon,7:30am,2016-03-28,Personal Income m/m
medium,1.2%,USD,Mon,9:00am,2016-03-28,Pending Home Sales m/m
holiday,,CHF,Mon,All Day,2016-03-28,Bank Holiday
holiday,,EUR,Mon,All Day,2016-03-28,French Bank Holiday
holiday,,EUR,Mon,All Day,2016-03-28,German Bank Holiday
holiday,,EUR,Mon,All Day,2016-03-28,Italian Bank Holiday
holiday,,GBP,Mon,All Day,2016-03-28,Bank Holiday
high,,USD,Tue,11:20am,2016-03-29,Fed Chair Yellen Speaks
medium,5.0%,EUR,Tue,3:00am,2016-03-29,M3 Money Supply y/y
low,1.4%,EUR,Tue,3:00am,2016-03-29,Private Loans y/y
low,,NZD,Tue,4:45pm,2016-03-29,Building Consents m/m
low,,GBP,Tue,5:00am,2016-03-29,FPC Statement
low,-5.8%,JPY,Tue,6:50pm,2016-03-29,Prelim Industrial Production m/m
medium,-0.8%,CAD,Tue,7:30am,2016-03-29,RMPI m/m
low,-0.2%,CAD,Tue,7:30am,2016-03-29,IPPI m/m
low,5.7%,USD,Tue,8:00am,2016-03-29,S&P/CS Composite-20 HPI y/y
high,93.9,USD,Tue,9:00am,2016-03-29,CB Consumer Confidence
low,,CHF,Wed,1:00am,2016-03-30,UBS Consumption Indicator
low,,CAD,Wed,1:35pm,2016-03-30,Gov Council Member Patterson Speaks
medium,101.9,CHF,Wed,2:00am,2016-03-30,KOF Economic Barometer
low,,EUR,Wed,4:20am,2016-03-30,Italian 10-y Bond Auction
low,-1,GBP,Wed,6:05pm,2016-03-30,GfK Consumer Confidence
low,,AUD,Wed,7:00pm,2016-03-30,HIA New Home Sales m/m
medium,,NZD,Wed,7:00pm,2016-03-30,ANZ Business Confidence
high,195K,USD,Wed,7:15am,2016-03-30,ADP Non-Farm Employment Change
low,0.5%,AUD,Wed,7:30pm,2016-03-30,Private Sector Credit m/m
high,3.1M,USD,Wed,9:30am,2016-03-30,Crude Oil Inventories
medium,0.6%,EUR,Wed,All Day,2016-03-30,German Prelim CPI m/m
medium,,CHF,Thu,11:30am,2016-03-31,Gov Board Member Maechler Speaks
low,-2.2%,JPY,Thu,12:00am,2016-03-31,Housing Starts y/y
medium,0.3%,EUR,Thu,1:00am,2016-03-31,German Retail Sales m/m
low,0.1%,EUR,Thu,1:45am,2016-03-31,French Consumer Spending m/m
low,0.5%,EUR,Thu,1:45am,2016-03-31,French Prelim CPI m/m
medium,-0.6%,EUR,Thu,2:00am,2016-03-31,Spanish Flash CPI y/y
high,,GBP,Thu,2:00am,2016-03-31,BOE Gov Carney Speaks
medium,-6K,EUR,Thu,2:55am,2016-03-31,German Unemployment Change
high,-21.1B,GBP,Thu,3:30am,2016-03-31,Current Account
medium,0.5%,GBP,Thu,3:30am,2016-03-31,Final GDP q/q
medium,5.1B,GBP,Thu,3:30am,2016-03-31,Net Lending to Individuals m/m
low,0.8%,GBP,Thu,3:30am,2016-03-31,Index of Services 3m/3m
low,0.1%,GBP,Thu,3:30am,2016-03-31,M4 Money Supply m/m
low,74K,GBP,Thu,3:30am,2016-03-31,Mortgage Approvals
low,-2.0%,GBP,Thu,3:30am,2016-03-31,Revised Business Investment q/q
medium,-0.1%,EUR,Thu,4:00am,2016-03-31,CPI Flash Estimate y/y
medium,0.9%,EUR,Thu,4:00am,2016-03-31,Core CPI Flash Estimate y/y
low,0.1%,EUR,Thu,4:00am,2016-03-31,Italian Prelim CPI m/m
medium,,USD,Thu,4:00pm,2016-03-31,FOMC Member Dudley Speaks
low,,AUD,Thu,5:30pm,2016-03-31,AIG Manufacturing Index
low,,USD,Thu,6:30am,2016-03-31,Challenger Job Cuts y/y
medium,8,JPY,Thu,6:50pm,2016-03-31,Tankan Manufacturing Index
medium,24,JPY,Thu,6:50pm,2016-03-31,Tankan Non-Manufacturing Index
high,0.3%,CAD,Thu,7:30am,2016-03-31,GDP m/m
high,266K,USD,Thu,7:30am,2016-03-31,Unemployment Claims
medium,,CNY,Thu,7:52pm,2016-03-31,Non-Manufacturing PMI
high,49.3,CNY,Thu,8:00pm,2016-03-31,Manufacturing PMI
medium,50.5,USD,Thu,8:45am,2016-03-31,Chicago PMI
high,48.3,CNY,Thu,8:45pm,2016-03-31,Caixin Manufacturing PMI
low,49.1,JPY,Thu,9:00pm,2016-03-31,Final Manufacturing PMI
low,-20B,USD,Thu,9:30am,2016-03-31,Natural Gas Storage
medium,,USD,Fri,11:00am,2016-04-01,FOMC Member Mester Speaks
low,,AUD,Fri,12:30am,2016-04-01,Commodity Prices y/y
low,0.5%,GBP,Fri,1:00am,2016-04-01,Nationwide HPI m/m
low,0.5%,CHF,Fri,2:15am,2016-04-01,Retail Sales y/y
medium,53.8,EUR,Fri,2:15am,2016-04-01,Spanish Manufacturing PMI
low,51.3,CHF,Fri,2:30am,2016-04-01,Manufacturing PMI
low,52.6,EUR,Fri,2:45am,2016-04-01,Italian Manufacturing PMI
low,49.6,EUR,Fri,2:50am,2016-04-01,French Final Manufacturing PMI
low,50.4,EUR,Fri,2:55am,2016-04-01,German Final Manufacturing PMI
low,51.4,EUR,Fri,3:00am,2016-04-01,Final Manufacturing PMI
low,11.5%,EUR,Fri,3:00am,2016-04-01,Italian Monthly Unemployment Rate
high,51.4,GBP,Fri,3:30am,2016-04-01,Manufacturing PMI
high,0.2%,USD,Fri,7:30am,2016-04-01,Average Hourly Earnings m/m
high,206K,USD,Fri,7:30am,2016-04-01,Non-Farm Employment Change
high,4.9%,USD,Fri,7:30am,2016-04-01,Unemployment Rate
low,,CAD,Fri,8:30am,2016-04-01,RBC Manufacturing PMI
low,51.5,USD,Fri,8:45am,2016-04-01,Final Manufacturing PMI
high,50.8,USD,Fri,9:00am,2016-04-01,ISM Manufacturing PMI
medium,90.6,USD,Fri,9:00am,2016-04-01,Revised UoM Consumer Sentiment
low,0.2%,USD,Fri,9:00am,2016-04-01,Construction Spending m/m
low,44.5,USD,Fri,9:00am,2016-04-01,ISM Manufacturing Prices
low,,USD,Fri,9:00am,2016-04-01,Revised UoM Inflation Expectations
medium,,CAD,Fri,9:30am,2016-04-01,BOC Business Outlook Survey
low,17.6M,USD,Fri,All Day,2016-04-01,Total Vehicle Sales
holiday,,AUD,Sat,11:00am,2016-04-02,Daylight Saving Time Shift
holiday,,NZD,Sat,9:00am,2016-04-02,Daylight Saving Time Shift
low,28.7%,JPY,Sun,6:50pm,2016-04-03,Monetary Base y/y
low,,AUD,Sun,8:00pm,2016-04-03,MI Inflation Gauge m/m
high,2.1%,AUD,Sun,8:30pm,2016-04-03,Building Approvals m/m
high,0.4%,AUD,Sun,8:30pm,2016-04-03,Retail Sales m/m
low,,AUD,Sun,8:30pm,2016-04-03,ANZ Job Advertisements m/m
holiday,,CNY,Sun,All Day,2016-04-03,Bank Holiday
low,,JPY,Mon,10:45pm,2016-04-04,10-y Bond Auction
high,2.00%,AUD,Mon,11:30pm,2016-04-04,Cash Rate
high,,AUD,Mon,11:30pm,2016-04-04,RBA Rate Statement
medium,21.3K,EUR,Mon,2:00am,2016-04-04,Spanish Unemployment Change
low,6.9,EUR,Mon,3:30am,2016-04-04,Sentix Investor Confidence
high,54.3,GBP,Mon,3:30am,2016-04-04,Construction PMI
medium,10.3%,EUR,Mon,4:00am,2016-04-04,Unemployment Rate
low,-0.5%,EUR,Mon,4:00am,2016-04-04,PPI m/m
medium,,NZD,Mon,5:00pm,2016-04-04,NZIER Business Confidence
low,,AUD,Mon,6:30pm,2016-04-04,AIG Services Index
low,0.2%,JPY,Mon,7:00pm,2016-04-04,Average Cash Earnings y/y
low,,NZD,Mon,8:00pm,2016-04-04,ANZ Commodity Prices m/m
high,-2.55B,AUD,Mon,8:30pm,2016-04-04,Trade Balance
low,,CAD,Mon,9:00am,2016-04-04,BOC Gov Poloz Speaks
medium,-1.5%,USD,Mon,9:00am,2016-04-04,Factory Orders m/m
low,,USD,Mon,9:00am,2016-04-04,Labor Market Conditions Index m/m
medium,0.5%,EUR,Tue,1:00am,2016-04-05,German Factory Orders m/m
low,54.2,EUR,Tue,2:15am,2016-04-05,Spanish Services PMI
low,54.3,EUR,Tue,2:45am,2016-04-05,Italian Services PMI
low,51.2,EUR,Tue,2:50am,2016-04-05,French Final Services PMI
low,55.5,EUR,Tue,2:55am,2016-04-05,German Final Services PMI
low,54.1,EUR,Tue,3:00am,2016-04-05,Final Services PMI
medium,,CAD,Tue,3:00pm,2016-04-05,Gov Council Member Wilkins Speaks
high,53.9,GBP,Tue,3:30am,2016-04-05,Services PMI
low,,GBP,Tue,3:30am,2016-04-05,FPC Meeting Minutes
low,0.2%,EUR,Tue,4:00am,2016-04-05,Retail Sales m/m
low,,GBP,Tue,6:01pm,2016-04-05,BRC Shop Price Index y/y
high,0.9B,CAD,Tue,7:30am,2016-04-05,Trade Balance
medium,-46.3B,USD,Tue,7:30am,2016-04-05,Trade Balance
low,51.0,USD,Tue,8:45am,2016-04-05,Final Services PMI
medium,51.4,CNY,Tue,8:45pm,2016-04-05,Caixin Services PMI
high,54.1,USD,Tue,9:00am,2016-04-05,ISM Non-Manufacturing PMI
medium,5.57M,USD,Tue,9:00am,2016-04-05,JOLTS Job Openings
low,47.7,USD,Tue,9:00am,2016-04-05,IBD/TIPP Economic Optimism
high,,NZD,Tue,9:27am,2016-04-05,GDT Price Index
medium,,USD,Wed,11:20am,2016-04-06,FOMC Member Mester Speaks
low,99.9%,JPY,Wed,12:00am,2016-04-06,Leading Indicators
low,-1.8%,EUR,Wed,1:00am,2016-04-06,German Industrial Production m/m
high,,USD,Wed,1:00pm,2016-04-06,FOMC Meeting Minutes
medium,,AUD,Wed,2:40am,2016-04-06,RBA Assist Gov Kent Speaks
low,,EUR,Wed,3:10am,2016-04-06,Retail PMI
low,-9.2B,GBP,Wed,3:30am,2016-04-06,Housing Equity Withdrawal q/q
medium,,USD,Wed,5:30pm,2016-04-06,FOMC Member Bullard Speaks
low,,AUD,Wed,6:30pm,2016-04-06,AIG Construction Index
high,,JPY,Wed,7:30pm,2016-04-06,BOJ Gov Kuroda Speaks
medium,54.9,CAD,Wed,9:00am,2016-04-06,Ivey PMI
high,3.1M,USD,Wed,9:30am,2016-04-06,Crude Oil Inventories
low,-3.8B,EUR,Thu,1:45am,2016-04-07,French Trade Balance
medium,,CHF,Thu,2:00am,2016-04-07,Foreign Currency Reserves
low,15.0B,USD,Thu,2:00pm,2016-04-07,Consumer Credit m/m
medium,0.8%,GBP,Thu,2:30am,2016-04-07,Halifax HPI m/m
low,,EUR,Thu,3:46am,2016-04-07,Spanish 10-y Bond Auction
low,,EUR,Thu,3:59am,2016-04-07,French 10-y Bond Auction
high,,USD,Thu,4:30pm,2016-04-07,Fed Chair Yellen Speaks
low,,GBP,Thu,4:33am,2016-04-07,10-y Bond Auction
medium,,EUR,Thu,6:30am,2016-04-07,ECB Monetary Policy Meeting Accounts
medium,1.57T,JPY,Thu,6:50pm,2016-04-07,Current Account
medium,,USD,Thu,7:15pm,2016-04-07,FOMC Member George Speaks
medium,4.7%,CAD,Thu,7:30am,2016-04-07,Building Permits m/m
high,271K,USD,Thu,7:30am,2016-04-07,Unemployment Claims
high,,EUR,Thu,9:00am,2016-04-07,ECB President Draghi Speaks
low,7B,USD,Thu,9:30am,2016-04-07,Natural Gas Storage
low,40.5,JPY,Fri,12:00am,2016-04-08,Consumer Confidence
low,3.5%,CHF,Fri,12:45am,2016-04-08,Unemployment Rate
low,19.2B,EUR,Fri,1:00am,2016-04-08,German Trade Balance
low,46.5,JPY,Fri,1:00am,2016-04-08,Economy Watchers Sentiment
low,,EUR,Fri,1:45am,2016-04-08,French Gov Budget Balance
low,-0.3%,EUR,Fri,1:45am,2016-04-08,French Industrial Production m/m
low,0.3%,CHF,Fri,2:15am,2016-04-08,CPI m/m
high,-0.2%,GBP,Fri,3:30am,2016-04-08,Manufacturing Production m/m
medium,-10.3B,GBP,Fri,3:30am,2016-04-08,Goods Trade Balance
low,0.1%,GBP,Fri,3:30am,2016-04-08,Industrial Production m/m
low,215K,CAD,Fri,7:13am,2016-04-08,Housing Starts
high,10.4K,CAD,Fri,7:30am,2016-04-08,Employment Change
high,7.3%,CAD,Fri,7:30am,2016-04-08,Unemployment Rate
medium,,USD,Fri,7:30am,2016-04-08,FOMC Member Dudley Speaks
low,,GBP,Fri,9:00am,2016-04-08,NIESR GDP Estimate
low,-0.2%,USD,Fri,9:00am,2016-04-08,Final Wholesale Inventories m/m
,,,Sat,,2016-04-09,
low,-11.8%,JPY,Sun,6:50pm,2016-04-10,Core Machinery Orders m/m
low,2.1%,AUD,Sun,8:30pm,2016-04-10,Home Loans m/m
medium,2.4%,CNY,Sun,8:30pm,2016-04-10,CPI y/y
medium,-4.6%,CNY,Sun,8:30pm,2016-04-10,PPI y/y
high,,JPY,Mon,1:15am,2016-04-11,BOJ Gov Kuroda Speaks
low,-0.8%,EUR,Mon,3:00am,2016-04-11,Italian Industrial Production m/m
low,,GBP,Mon,6:01pm,2016-04-11,BRC Retail Sales Monitor y/y
low,,JPY,Mon,6:50pm,2016-04-11,Bank Lending y/y
medium,,USD,Mon,7:30am,2016-04-11,Treasury Sec Lew Speaks
medium,,USD,Mon,8:25am,2016-04-11,FOMC Member Dudley Speaks
medium,,AUD,Mon,8:30pm,2016-04-11,NAB Business Confidence
low,0.8%,EUR,Tue,1:00am,2016-04-12,German Final CPI m/m
low,0.3%,EUR,Tue,1:00am,2016-04-12,German WPI m/m
low,,JPY,Tue,1:00am,2016-04-12,Prelim Machine Tool Orders y/y
low,-106.5B,USD,Tue,1:00pm,2016-04-12,Federal Budget Balance
high,0.3%,GBP,Tue,3:30am,2016-04-12,CPI y/y
medium,2.4%,GBP,Tue,3:30am,2016-04-12,PPI Input m/m
medium,1.4%,GBP,Tue,3:30am,2016-04-12,RPI y/y
low,1.3%,GBP,Tue,3:30am,2016-04-12,Core CPI y/y
low,8.1%,GBP,Tue,3:30am,2016-04-12,ONS HPI y/y
low,0.3%,GBP,Tue,3:30am,2016-04-12,PPI Output m/m
low,93.9,USD,Tue,5:00am,2016-04-12,NFIB Small Business Index
low,,NZD,Tue,5:45pm,2016-04-12,FPI m/m
low,,CNY,Tue,6:20am,2016-04-12,Foreign Direct Investment ytd/y
low,3.1%,JPY,Tue,6:50pm,2016-04-12,M2 Money Stock y/y
low,-3.5%,JPY,Tue,6:50pm,2016-04-12,PPI y/y
low,,AUD,Tue,7:11pm,2016-04-12,Westpac Consumer Sentiment
medium,1.0%,USD,Tue,7:30am,2016-04-12,Import Prices m/m
high,203B,CNY,Tue,9:00pm,2016-04-12,Trade Balance
low,30.2B,CNY,Tue,9:22pm,2016-04-12,USD-Denominated Trade Balance
high,,CAD,Wed,10:15am,2016-04-13,BOC Press Conference
low,,JPY,Wed,10:45pm,2016-04-13,30-y Bond Auction
low,,USD,Wed,12:01pm,2016-04-13,10-y Bond Auction
low,,USD,Wed,1:00pm,2016-04-13,Beige Book
low,0.7%,EUR,Wed,1:45am,2016-04-13,French Final CPI m/m
medium,,GBP,Wed,3:30am,2016-04-13,BOE Credit Conditions Survey
low,-0.6%,EUR,Wed,4:00am,2016-04-13,Industrial Production m/m
low,,GBP,Wed,4:35am,2016-04-13,30-y Bond Auction
low,,NZD,Wed,5:30pm,2016-04-13,Business NZ Manufacturing Index
low,50%,GBP,Wed,6:01pm,2016-04-13,RICS House Price Balance
high,0.4%,USD,Wed,7:30am,2016-04-13,Core Retail Sales m/m
high,0.3%,USD,Wed,7:30am,2016-04-13,PPI m/m
high,0.1%,USD,Wed,7:30am,2016-04-13,Retail Sales m/m
medium,0.1%,USD,Wed,7:30am,2016-04-13,Core PPI m/m
low,,AUD,Wed,8:00pm,2016-04-13,MI Inflation Expectations
high,18.6K,AUD,Wed,8:30pm,2016-04-13,Employment Change
high,5.9%,AUD,Wed,8:30pm,2016-04-13,Unemployment Rate
low,,GBP,Wed,8:33am,2016-04-13,CB Leading Index m/m
high,,CAD,Wed,9:00am,2016-04-13,BOC Monetary Policy Report
high,,CAD,Wed,9:00am,2016-04-13,BOC Rate Statement
high,0.50%,CAD,Wed,9:00am,2016-04-13,Overnight Rate
low,0.1%,USD,Wed,9:00am,2016-04-13,Business Inventories m/m
high,0.9M,USD,Wed,9:30am,2016-04-13,Crude Oil Inventories
low,-6.2%,JPY,Thu,11:34pm,2016-04-14,Revised Industrial Production m/m
low,,USD,Thu,12:01pm,2016-04-14,30-y Bond Auction
medium,-0.2%,CHF,Thu,2:15am,2016-04-14,PPI m/m
medium,,GBP,Thu,3:00pm,2016-04-14,MPC Member Shafik Speaks
medium,-0.1%,EUR,Thu,4:00am,2016-04-14,Final CPI y/y
low,1.0%,EUR,Thu,4:00am,2016-04-14,Final Core CPI y/y
high,0-0-9,GBP,Thu,6:00am,2016-04-14,MPC Official Bank Rate Votes
high,,GBP,Thu,6:00am,2016-04-14,Monetary Policy Summary
high,0.50%,GBP,Thu,6:00am,2016-04-14,Official Bank Rate
medium,375B,GBP,Thu,6:00am,2016-04-14,Asset Purchase Facility
medium,0-0-9,GBP,Thu,6:00am,2016-04-14,MPC Asset Purchase Facility Votes
medium,0.2%,CAD,Thu,7:30am,2016-04-14,NHPI m/m
high,0.2%,USD,Thu,7:30am,2016-04-14,CPI m/m
high,0.2%,USD,Thu,7:30am,2016-04-14,Core CPI m/m
high,270K,USD,Thu,7:30am,2016-04-14,Unemployment Claims
medium,,AUD,Thu,8:30pm,2016-04-14,RBA Financial Stability Review
medium,,USD,Thu,9:00am,2016-04-14,FOMC Member Powell Speaks
high,6.7%,CNY,Thu,9:00pm,2016-04-14,GDP q/y
high,5.9%,CNY,Thu,9:00pm,2016-04-14,Industrial Production y/y
medium,10.4%,CNY,Thu,9:00pm,2016-04-14,Fixed Asset Investment ytd/y
medium,,CNY,Thu,9:00pm,2016-04-14,NBS Press Conference
low,13.4%,CNY,Thu,9:00pm,2016-04-14,M2 Money Supply y/y
low,1050B,CNY,Thu,9:00pm,2016-04-14,New Loans
low,10.4%,CNY,Thu,9:00pm,2016-04-14,Retail Sales y/y
low,1B,USD,Thu,9:30am,2016-04-14,Natural Gas Storage
low,2.33B,EUR,Fri,3:00am,2016-04-15,Italian Trade Balance
low,32.2B,USD,Fri,3:00pm,2016-04-15,TIC Long-Term Purchases
low,0.0%,GBP,Fri,3:30am,2016-04-15,Construction Output m/m
low,21.9B,EUR,Fri,4:00am,2016-04-15,Trade Balance
medium,2.1,USD,Fri,7:25am,2016-04-15,Empire State Manufacturing Index
high,-1.4%,CAD,Fri,7:30am,2016-04-15,Manufacturing Sales m/m
medium,75.4%,USD,Fri,8:15am,2016-04-15,Capacity Utilization Rate
medium,-0.1%,USD,Fri,8:15am,2016-04-15,Industrial Production m/m
high,91.9,USD,Fri,9:00am,2016-04-15,Prelim UoM Consumer Sentiment
low,,USD,Fri,9:00am,2016-04-15,Prelim UoM Inflation Expectations
medium,,ALL,Fri,All Day,2016-04-15,G20 Meetings
low,,ALL,Fri,Day 1,2016-04-15,IMF Meetings
low,,ALL,Sat,Day 2,2016-04-16,IMF Meetings
high,0.1%,NZD,Sun,5:45pm,2016-04-17,CPI q/q
low,,GBP,Sun,6:01pm,2016-04-17,Rightmove HPI m/m
low,,AUD,Sun,8:30pm,2016-04-17,New Motor Vehicle Sales m/m
medium,,CAD,Sun,9:00am,2016-04-17,Gov Council Member Wilkins Speaks
high,,ALL,Sun,All Day,2016-04-17,Doha Oil Summit
low,,ALL,Sun,Day 3,2016-04-17,IMF Meetings
low,,EUR,Mon,5:00am,2016-04-18,German Buba Monthly Report
medium,7.52B,CAD,Mon,7:30am,2016-04-18,Foreign Securities Purchases
medium,,USD,Mon,7:30am,2016-04-18,FOMC Member Dudley Speaks
low,59,USD,Mon,8:21am,2016-04-18,NAHB Housing Market Index
high,,AUD,Mon,8:30pm,2016-04-18,Monetary Policy Meeting Minutes
low,,AUD,Mon,9:30am,2016-04-18,CB Leading Index m/m
high,,CAD,Tue,10:00am,2016-04-19,BOC Gov Poloz Speaks
low,21.3B,EUR,Tue,3:00am,2016-04-19,Current Account
high,8.2,EUR,Tue,4:00am,2016-04-19,German ZEW Economic Sentiment
medium,13.9,EUR,Tue,4:00am,2016-04-19,ZEW Economic Sentiment
low,0.45T,JPY,Tue,6:50pm,2016-04-19,Trade Balance
high,1.20M,USD,Tue,7:30am,2016-04-19,Building Permits
medium,1.17M,USD,Tue,7:30am,2016-04-19,Housing Starts
low,,AUD,Tue,7:30pm,2016-04-19,MI Leading Index m/m
high,,AUD,Tue,8:30am,2016-04-19,RBA Gov Stevens Speaks
high,,NZD,Tue,9:11am,2016-04-19,GDT Price Index
high,,GBP,Tue,9:35am,2016-04-19,BOE Gov Carney Speaks
low,,NZD,Wed,10:00pm,2016-04-20,Credit Card Spending y/y
low,0.2%,EUR,Wed,1:00am,2016-04-20,German PPI m/m
high,,CAD,Wed,3:15pm,2016-04-20,BOC Gov Poloz Speaks
high,2.1%,GBP,Wed,3:30am,2016-04-20,Average Earnings Index 3m/y
